seq_no|Company|Supplier Invoice Document|Invoice Date|Invoice Line Amount|Invoice Created Date|Purchase Orders|Purchase Order Line|Item|Unit of Measure|Distribution Quantity|Line Description|Unit Cost|Supplier|Supplier ID|Ledger Account|Spend Category|Cost Center|Cost Center ID|Payment Status|Payment Date|FY25?|Check Number|Freight Amount|Other Charges|Invoice Status|Supplier Invoice Line Distribution|Invoice Total Amount|Derived Invoice Line Amount|CCHS_Description|UMass_Description 
15536921|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-762995|7/23/2025|83.86|7/23/2025|PO-283657|PO-283657 - Line 1|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|Case|1.0|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|83.86|Medline Industries Inc|2767|8300:Medical and Surgical supplies|IV Solutions and Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|8/20/2025|Yes|2172888.0|0|0|Approved|Supplier Invoice: SINV-762995 - ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON - 83.86|267.94|83.86|ALCOHOL,RUBBING,70PERCENT ISOPROPYL,|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON
15537049|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-763051|7/23/2025|1406.25|7/23/2025|PO-283243|PO-283243 - Line 3|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|Case|1.0|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1406.25|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|8/20/2025|Yes|2172888.0|0|0|Approved|Supplier Invoice: SINV-763051 - ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST - 1406.25|1551.32|1406.25|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST
15537203|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-763150|7/23/2025|8.3|7/23/2025|PO-283488|PO-283488 - Line 1|ITM-466588 - GEL ULTRASOUND NON-STERILE 8.5OZ BOTTLE ECOVUE|Each|10.0|[ Catalog: HRQ280H ] GEL,ULTRASOUND,ECOVUE,STERILE,20G|0.83|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 3566 Ultrasound|CC250803566|Paid|8/20/2025|Yes|2172888.0|0|0|Approved|Supplier Invoice: SINV-763150 - ITM-466588 - GEL ULTRASOUND NON-STERILE 8.5OZ BOTTLE ECOVUE - 8.3|25.72|8.3|GEL, ULTRASOUND 20G STERILE|[ Catalog: HRQ280H ] GEL,ULTRASOUND,ECOVUE,STERILE,20G
15537363|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-763276|7/23/2025|46.82|7/23/2025|PO-283546|PO-283546 - Line 1|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN|Case|1.0|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN|46.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|8/20/2025|Yes|2172888.0|0|0|Approved|Supplier Invoice: SINV-763276 - ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN - 46.82|130.0|46.82|WIPE,CLEANING,EASY,SCREEN|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN
15539964|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-764814|7/24/2025|244.62|7/24/2025|PO-283964|PO-283964 - Line 1||Case|1.0|[ Catalog: MDSM616201 ] ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT|244.62|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10022 - 4108 Tri River Int Med|CC100224108|Paid|8/22/2025|Yes|2173150.0|0|0|Approved|Supplier Invoice: SINV-764814  - 244.62|244.62|244.62|ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT|[ Catalog: MDSM616201 ] ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT
15540225|C260 UMass Memorial Health - Milford Regional Medical Center, Inc|Supplier Invoice: SINV-764995|7/24/2025|1988.6|7/24/2025|PO-284670|PO-284670 - Line 1|ITM-471570 - MANIFOLD WITH SPECIMEN COLLECTION 4-PORT FOR NEPTUNE 2 DEVICE|Case|4.0|[ Catalog: SKR0702020001 ] [ Item: 0021349 ] MANIFOLD,4 PORT,W/ SPECIMEN|497.15|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|26000 - 2110 Operating Room|CC260002110|Paid|9/23/2025|Yes|2289323.0|0|0|Approved|Supplier Invoice: SINV-764995 - ITM-471570 - MANIFOLD WITH SPECIMEN COLLECTION 4-PORT FOR NEPTUNE 2 DEVICE - 1988.6|1988.6|1988.6|4 PORT MANIFOLD|[ Catalog: SKR0702020001 ] [ Item: 0021349 ] MANIFOLD,4 PORT,W/ SPECIMEN
15544331|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-767602|7/26/2025|50.44|7/26/2025|PO-279586|PO-279586 - Line 1||Case|1.0|[ Catalog: SPRM088003 ] BANDAGE,COHESIVE,TAN,3X5YD,LF,STRL|50.44|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 2110 Operating Room|CC250802110|Paid|8/22/2025|Yes|2173150.0|0|0|Approved|Supplier Invoice: SINV-767602  - 50.44|50.44|50.44|BANDAGE,COHESIVE,TAN,4X5YD,LF,NS|[ Catalog: SPRM088003 ] BANDAGE,COHESIVE,TAN,3X5YD,LF,STRL
15544540|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-767736|7/26/2025|243.93|7/27/2025|PO-285361|PO-285361 - Line 1|ITM-404632 - TRAY SUTURE REMOVAL|Case|1.0|ITM-404632 - TRAY SUTURE REMOVAL|243.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4168 Arthritis and Joint Center|CC100104168|Paid|8/22/2025|Yes|2173150.0|0|0|Approved|Supplier Invoice: SINV-767736 - ITM-404632 - TRAY SUTURE REMOVAL - 243.93|243.93|243.93|KIT,SUTURE REMOVAL|ITM-404632 - TRAY SUTURE REMOVAL
15544723|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-767813|7/26/2025|67.58|7/27/2025|PO-285652|PO-285652 - Line 2|ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN|Box|1.0|ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN|67.58|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 3968 ACC Cardiac Vascular Surgery|CC100203968|Paid|8/22/2025|Yes|2173150.0|0|0|Approved|Supplier Invoice: SINV-767813 - ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN - 67.58|386.2|67.58|DRESSING WND MATRIX PROMOGRAN 4.34X4.34|ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN
15552108|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771401|7/30/2025|265.2|7/30/2025|PO-286845|PO-286845 - Line 2|ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE|Box|2.0|ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE|132.6|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4094 Dermatology|CC100104094|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771401 - ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE - 265.2|487.34|265.2|BLADE, SHAVE BIOPSY FLEX (DERMABLADE) - STERILE|ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE
15552344|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771563|7/30/2025|167.72|7/30/2025|PO-286048|PO-286048 - Line 1|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|Case|2.0|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|83.86|Medline Industries Inc|2767|8300:Medical and Surgical supplies|IV Solutions and Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771563 - ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON - 167.72|1231.24|167.72|ALCOHOL,RUBBING,70PERCENT ISOPROPYL,|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON
15552358|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771573|7/30/2025|183.2|7/30/2025|PO-286242|PO-286242 - Line 2|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|183.2|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771573 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 183.2|1332.96|183.2|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15552398|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771604|7/30/2025|230.0|7/30/2025|PO-286078|PO-286078 - Line 2|ITM-439105 - GLOVE SURGICAL GREEN SIZE 7.0 NEOPRENE POWDER FREE STERILE LATEX FREE DERMASSURE|Case|1.0|ITM-439105 - GLOVE SURGICAL GREEN SIZE 7.0 NEOPRENE POWDER FREE STERILE LATEX FREE DERMASSURE|230.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 0600 8 East|CC100200600|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771604 - ITM-439105 - GLOVE SURGICAL GREEN SIZE 7.0 NEOPRENE POWDER FREE STERILE LATEX FREE DERMASSURE - 230|230.0|230.0|GLOVE SURGICAL LATEX FREE POWDER FREE DERMASSURE GREEN 7.5|ITM-439105 - GLOVE SURGICAL GREEN SIZE 7.0 NEOPRENE POWDER FREE STERILE LATEX FREE DERMASSURE
15552411|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771609|7/30/2025|221.9|7/30/2025|PO-286202|PO-286202 - Line 4|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|Box|2.0|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|110.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771609 - ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG - 221.9|3616.09|221.9|DRESSING FOAM ANTIMICROBIAL BORDER SELF ADHERENT WATERPROOF SILVER LATEX FREE ST|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG
15552590|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771700|7/30/2025|65.03|7/30/2025|PO-286009|PO-286009 - Line 2|ITM-400933 - BLADE  MYRINGTOMY|Box|1.0|ITM-400933 - BLADE  MYRINGTOMY|65.03|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2110 Operating Room|CC100102110|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771700 - ITM-400933 - BLADE  MYRINGTOMY - 65.03|663.52|65.03|BLADE, MYRINGOTOMY|ITM-400933 - BLADE  MYRINGTOMY
15552646|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-771731|7/30/2025|235.02|7/30/2025|PO-286187|PO-286187 - Line 4|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|Case|2.0|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|117.51|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-771731 - ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM - 235.02|2945.6|235.02|PACK, ARTHROSCOPY KNEE CUSTOM|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM
15559861|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-773555|7/31/2025|78.9|7/31/2025|PO-286170|PO-286170 - Line 2|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|Box|30.0|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|2.63|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-773555 - ITM-435874 - WIPE TOWELETTES SOAP CASTILE - 78.9|78.9|78.9|TOWELETTE, CASTILE SOAP|ITM-435874 - WIPE TOWELETTES SOAP CASTILE
15559935|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-773593|7/31/2025|471.8|7/31/2025|PO-286430|PO-286430 - Line 3|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|Box|10.0|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL|47.18|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25081 - 4124 Wound Center|CC250814124|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-773593 - ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL - 471.8|1718.21|471.8|DRESSING HYDROFIBER AQUACEL 0.75X18IN|ITM-449725 - DRESSING HYDROFIBER ADVANTAGE 0.75INX18IN AQUACEL
15559957|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-773598|7/31/2025|37.6|7/31/2025|PO-286633|PO-286633 - Line 1||Box|1.0|[ Catalog: OBPC020120Z ] [ Item: ITM-476439 ] SPECULUM,VAGINAL,ER,BUILT-IN-LIGHT,L|37.6|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25082 - 2340 Emergency Room|CC250822340|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-773598  - 37.6|37.6|37.6|SPECULUM,VAGINAL,ER,BUILT-IN-LIGHT,L|[ Catalog: OBPC020120Z ] [ Item: ITM-476439 ] SPECULUM,VAGINAL,ER,BUILT-IN-LIGHT,L
15559964|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-773606|7/31/2025|63.12|7/31/2025|PO-286460|PO-286460 - Line 1|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|Box|24.0|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|2.63|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 3110 Lab Administration|CC250803110|Paid|8/27/2025|Yes|2201908.0|0|0|Approved|Supplier Invoice: SINV-773606 - ITM-435874 - WIPE TOWELETTES SOAP CASTILE - 63.12|63.12|63.12|TOWELETTE, CASTILE SOAP|ITM-435874 - WIPE TOWELETTES SOAP CASTILE
15562420|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-774886|8/1/2025|80.75|8/1/2025|PO-286979|PO-286979 - Line 1|ITM-411024 - APPLICATOR SKIN PREPERATION STERILE CLEAR 10.5ML CHLORAPREP|Box|1.0|ITM-411024 - APPLICATOR SKIN PREPERATION STERILE CLEAR 10.5ML CHLORAPREP|80.75|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4168 Arthritis and Joint Center|CC100104168|Paid|8/29/2025|Yes|2202107.0|0|0|Approved|Supplier Invoice: SINV-774886 - ITM-411024 - APPLICATOR SKIN PREPERATION STERILE CLEAR 10.5ML CHLORAPREP - 80.75|80.75|80.75|APPLICATOR SKIN CHLORAPREP CLR 10.5ML|ITM-411024 - APPLICATOR SKIN PREPERATION STERILE CLEAR 10.5ML CHLORAPREP
15562850|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-775148|8/1/2025|117.51|8/1/2025|PO-287135|PO-287135 - Line 3|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|Case|1.0|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|117.51|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2110 Operating Room|CC100102110|Paid|8/29/2025|Yes|2202107.0|0|0|Approved|Supplier Invoice: SINV-775148 - ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM - 117.51|7270.44|117.51|PACK, ARTHROSCOPY KNEE CUSTOM|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM
15564657|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-776357|8/2/2025|253.8|8/2/2025|PO-288310|PO-288310 - Line 11|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|Case|90.0|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|2.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|Inventory|CC9000|Paid|8/29/2025|Yes|2202107.0|0|0|Approved|Supplier Invoice: SINV-776357 - ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS - 253.8|253.8|253.8|WIPE BABY UNSCENTED SENSITIVE SKIN|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS
15566909|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-776993|8/4/2025|114.4|8/4/2025|PO-288546|PO-288546 - Line 5|ITM-429465 - LOOP VESSEL MINI RED|Case|1.0|ITM-429465 - LOOP VESSEL MINI RED|114.4|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-776993 - ITM-429465 - LOOP VESSEL MINI RED - 114.4|1833.13|114.4|LOOP, VESSEL RED MINI|ITM-429465 - LOOP VESSEL MINI RED
15566930|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-777006|8/4/2025|33.12|8/4/2025|PO-288673|PO-288673 - Line 3|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|Case|1.0|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 3883 Phy Therapy Plus Whitney Fld|CC240503883|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-777006 - ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL - 33.12|91.97|33.12|BATTERY,ALKALINE,ENERGIZER,1.5V,AA|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL
15566949|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-777019|8/4/2025|243.93|8/4/2025|PO-288110|PO-288110 - Line 1|ITM-404632 - TRAY SUTURE REMOVAL|Case|1.0|ITM-404632 - TRAY SUTURE REMOVAL|243.93|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4168 Arthritis and Joint Center|CC100104168|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-777019 - ITM-404632 - TRAY SUTURE REMOVAL - 243.93|243.93|243.93|KIT,SUTURE REMOVAL|ITM-404632 - TRAY SUTURE REMOVAL
15566953|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-777022|8/4/2025|42.8|8/4/2025|PO-288210|PO-288210 - Line 1|ITM-438245 - CAP SHAMPOO AND CONDITIONING RINSE FREE READYBATH|Case|1.0|ITM-438245 - CAP SHAMPOO AND CONDITIONING RINSE FREE READYBATH|42.8|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 1222 Critical Care Unit|CC250801222|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-777022 - ITM-438245 - CAP SHAMPOO AND CONDITIONING RINSE FREE READYBATH - 42.8|42.8|42.8|CAP SHAMPOO CONDITIONER READYBATH|ITM-438245 - CAP SHAMPOO AND CONDITIONING RINSE FREE READYBATH
15570361|C710 Community Healthlink, Inc.|Supplier Invoice: SINV-778774|8/5/2025|14.68|8/5/2025|PO-282013|PO-282013 - Line 1||Each|2.0|[ Catalog: W-AREUS11 ] [ Item: ITM-424852 ] CUFF,FLEXIPORT,REUSE,ADULT,NO TUBE|7.34|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|71000 - 0125 ATS|CC710000125|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-778774  - 14.68|14.68|14.68|CUFF,FLEXIPORT,REUSE,1T,LG ADULT,MQ|[ Catalog: W-AREUS11 ] [ Item: ITM-424852 ] CUFF,FLEXIPORT,REUSE,ADULT,NO TUBE
15570424|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-778814|8/5/2025|180.0|8/5/2025|PO-288801|PO-288801 - Line 1|ITM-470693 - OINTMENT MOISTURE BARRIER PACKET 3.5GM CALMOSEPINE|Box|1.0|ITM-470693 - OINTMENT MOISTURE BARRIER PACKET 3.5GM CALMOSEPINE|180.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 2250 Surgery 67 Belmont|CC340002250|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-778814 - ITM-470693 - OINTMENT MOISTURE BARRIER PACKET 3.5GM CALMOSEPINE - 180|212.0|180.0|Calmoseptine- moisture barrier ointment|ITM-470693 - OINTMENT MOISTURE BARRIER PACKET 3.5GM CALMOSEPINE
15570586|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-778918|8/5/2025|33.12|8/5/2025|PO-284610|PO-284610 - Line 2|ITM-471077 - BATTERY AAA ALKALINE PROCELL|Case|1.0|ITM-471077 - BATTERY AAA ALKALINE PROCELL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3074 Lincoln Street PC|CC340003074|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-778918 - ITM-471077 - BATTERY AAA ALKALINE PROCELL - 33.12|33.12|33.12|BATTERY, AAA ALKALINE 1.5V|ITM-471077 - BATTERY AAA ALKALINE PROCELL
15570658|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-778975|8/5/2025|5.26|8/5/2025|PO-281981|PO-281981 - Line 1|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|Box|2.0|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|2.63|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 4090 Bone Marrow Transplant Clinic|CC100204090|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-778975 - ITM-435874 - WIPE TOWELETTES SOAP CASTILE - 5.26|5.26|5.26|TOWELETTE, CASTILE SOAP|ITM-435874 - WIPE TOWELETTES SOAP CASTILE
15570821|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-779091|8/5/2025|251.33|8/5/2025|PO-282950|PO-282950 - Line 1||Case|1.0|[ Catalog: MDSM616201 ] ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT|251.33|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10022 - 4108 Tri River Int Med|CC100224108|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-779091  - 251.33|251.33|251.33|ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT|[ Catalog: MDSM616201 ] ELECTRODE,ECG,TAB,10/CARD,5000/CS, ADULT
15573799|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-780888|8/6/2025|366.4|8/6/2025|PO-289108|PO-289108 - Line 1|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|2.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|183.2|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 3560 Angiography|CC100203560|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-780888 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 366.4|366.4|366.4|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15574132|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-781092|8/6/2025|292.16|8/6/2025|PO-289031|PO-289031 - Line 2|ITM-463948 - GLOVE POLYISOPRENE STERILE LATEX FREE SIZE 7.5 GAMMEX|Case - CA|1.0|[ Catalog: MSG9075 ] [ Item: ITM-438876 ] GLOVE,SURG,SENSICARE PI,LF,PF,7.5|292.16|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 0110 Nursing Admin|CC250800110|Paid|9/3/2025|Yes|2202732.0|0|0|Approved|Supplier Invoice: SINV-781092 - ITM-463948 - GLOVE POLYISOPRENE STERILE LATEX FREE SIZE 7.5 GAMMEX - 292.16|292.16|292.16|GLOVE,SURG,SENSICARE PI,LF,PF,7.0|[ Catalog: MSG9075 ] [ Item: ITM-438876 ] GLOVE,SURG,SENSICARE PI,LF,PF,7.5
15577209|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-782835|8/7/2025|201.72|8/7/2025|PO-266836|PO-266836 - Line 1|ITM-403210 - SPECULUM OTOSCOPE DISPOSABLE 3MM KLEENSPEC|Case|1.0|ITM-403210 - SPECULUM OTOSCOPE DISPOSABLE 3MM KLEENSPEC|201.72|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3203 So County Pediatrics Ctr|CC340003203|Paid|9/5/2025|Yes|2230843.0|0|0|Approved|Supplier Invoice: SINV-782835 - ITM-403210 - SPECULUM OTOSCOPE DISPOSABLE 3MM KLEENSPEC - 201.72|201.72|201.72|SPECULUM OTOSCOPE ROUND OPERATING PLASTIC DISPOSABLE KLEENSPEC BLACK 3MM|ITM-403210 - SPECULUM OTOSCOPE DISPOSABLE 3MM KLEENSPEC
